SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,ModifiedDate
44126,3,9/1/2005,9/13/2005,9/8/2005,5,0,SO44126,PO7192167220,10-4020-000020,29810,283,1,835,835,5,7845,58441Vi40596,NULL,14263.458,1369.026,427.8206,16060.3046,NULL,9/8/2005
44127,3,9/1/2005,9/13/2005,9/8/2005,5,0,SO44127,PO7569162058,10-4020-000608,29562,281,4,1091,1091,5,7293,98464Vi37844,NULL,91014.7853,8770.4397,2740.7624,102525.9874,NULL,9/8/2005
44128,3,9/1/2005,9/13/2005,9/8/2005,5,0,SO44128,PO9541192839,10-4020-000279,30088,279,5,939,939,5,17915,38682Vi92926,NULL,18542.1726,1777.1149,555.3484,20874.6359,NULL,9/8/2005
44129,3,9/1/2005,9/13/2005,9/8/2005,5,0,SO44129,PO9483186106,10-4020-000054,29966,275,2,760,760,5,3788,48719Vi19942,NULL,55699.8037,5352.7901,1672.7469,62725.3407,NULL,9/8/2005
44130,3,9/1/2005,9/13/2005,9/8/2005,5,0,SO44130,PO9106111486,10-4020-000602,29642,279,5,976,976,5,7600,128723Vi39373,NULL,35410.9983,3406.4582,1064.5182,39881.9747,NULL,9/8/2005
44131,3,9/1/2005,9/13/2005,9/8/2005,5,0,SO44131,PO9019194963,10-4020-000576,29487,275,2,818,818,5,8010,68736Vi41477,NULL,20514.2859,1966.5222,614.5382,23095.3463,NULL,9/8/2005
44132,3,9/1/2005,9/13/2005,9/8/2005,5,0,SO44132,PO9570191688,10-4020-000585,29484,279,5,975,975,5,NULL,NULL,NULL,4049.988,388.7988,121.4996,4560.2864,NULL,9/8/2005
44133,3,9/1/2005,9/13/2005,9/8/2005,5,0,SO44133,PO9599144193,10-4020-000170,29715,279,5,926,926,5,18875,88756Vi98048,NULL,25686.5186,2468.9735,771.5542,28927.0463,NULL,9/8/2005
44134,3,9/1/2005,9/13/2005,9/8/2005,5,1,SO44134,NULL,10-4030-013821,13821,NULL,10,24945,24945,1,18596,1031049Vi96646,815,3578.27,286.2616,89.4568,3953.9884,NULL,9/8/2005
44135,3,9/1/2005,9/13/2005,9/8/2005,5,1,SO44135,NULL,10-4030-028156,28156,NULL,4,19928,19928,1,18155,231795Vi94135,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/8/2005
44136,3,9/1/2005,9/13/2005,9/8/2005,5,1,SO44136,NULL,10-4030-022114,22114,NULL,6,13829,13829,1,12023,531807Vi62143,810,3578.27,286.2616,89.4568,3953.9884,NULL,9/8/2005
44137,3,9/1/2005,9/13/2005,9/8/2005,5,1,SO44137,NULL,10-4030-017328,17328,NULL,9,17575,17575,1,1885,435392Vi9773,808,3578.27,286.2616,89.4568,3953.9884,NULL,9/8/2005
44138,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44138,NULL,10-4030-013765,13765,NULL,10,18488,18488,1,17637,131033Vi91514,828,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44139,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44139,NULL,10-4030-013792,13792,NULL,10,13887,13887,1,8864,331042Vi45733,828,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44140,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44140,NULL,10-4030-012221,12221,NULL,7,27557,27557,1,15063,631050Vi77929,827,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44141,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44141,NULL,10-4030-013572,13572,NULL,8,26165,26165,1,11954,331052Vi61800,825,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44142,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44142,NULL,10-4030-022058,22058,NULL,6,21149,21149,1,9271,531899Vi47843,823,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44143,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44143,NULL,10-4030-028145,28145,NULL,4,27521,27521,1,10701,1031905Vi55203,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44144,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44144,NULL,10-4030-017071,17071,NULL,9,20999,20999,1,9421,634453Vi48589,821,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44145,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44145,NULL,10-4030-017309,17309,NULL,9,29827,29827,1,NULL,NULL,821,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44146,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44146,NULL,10-4030-017310,17310,NULL,9,21537,21537,1,6938,735387Vi36107,821,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44147,3,9/2/2005,9/14/2005,9/9/2005,5,1,SO44147,NULL,10-4030-017320,17320,NULL,9,26407,26407,1,5943,635390Vi30960,821,3578.27,286.2616,89.4568,3953.9884,NULL,9/9/2005
44148,3,9/3/2005,9/15/2005,9/10/2005,5,1,SO44148,NULL,10-4030-028172,28172,NULL,4,13886,13886,1,11199,331806Vi57781,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/10/2005
44149,3,9/3/2005,9/15/2005,9/10/2005,5,1,SO44149,NULL,10-4030-017242,17242,NULL,9,14369,14369,1,1825,634460Vi9430,834,3578.27,286.2616,89.4568,3953.9884,NULL,9/10/2005
44150,3,9/3/2005,9/15/2005,9/10/2005,5,1,SO44150,NULL,10-4030-017315,17315,NULL,9,19054,19054,1,11287,535389Vi58216,834,3578.27,286.2616,89.4568,3953.9884,NULL,9/10/2005
44151,3,9/3/2005,9/15/2005,9/10/2005,5,1,SO44151,NULL,10-4030-025558,25558,NULL,9,27468,27468,1,11451,635436Vi59062,834,699.0982,55.9279,17.4775,772.5036,NULL,9/10/2005
44152,3,9/4/2005,9/16/2005,9/11/2005,5,1,SO44152,NULL,10-4030-011334,11334,NULL,10,20502,20502,1,4342,931749Vi22779,854,3399.99,271.9992,84.9998,3756.989,NULL,9/11/2005
44153,3,9/4/2005,9/16/2005,9/11/2005,5,1,SO44153,NULL,10-4030-028168,28168,NULL,4,17718,17718,1,8586,931803Vi44386,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/11/2005
44154,3,9/4/2005,9/16/2005,9/11/2005,5,1,SO44154,NULL,10-4030-028181,28181,NULL,1,19903,19903,1,12835,731809Vi66372,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/11/2005
44155,3,9/4/2005,9/16/2005,9/11/2005,5,1,SO44155,NULL,10-4030-028131,28131,NULL,4,27306,27306,1,11919,431903Vi61580,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/11/2005
44156,3,9/4/2005,9/16/2005,9/11/2005,5,1,SO44156,NULL,10-4030-025887,25887,NULL,1,24851,24851,1,17511,133268Vi90949,NULL,3399.99,271.9992,84.9998,3756.989,NULL,9/11/2005
44157,3,9/4/2005,9/16/2005,9/11/2005,5,1,SO44157,NULL,10-4030-017055,17055,NULL,9,22442,22442,1,11701,1233640Vi60538,847,3578.27,286.2616,89.4568,3953.9884,NULL,9/11/2005
44158,3,9/5/2005,9/17/2005,9/12/2005,5,1,SO44158,NULL,10-4030-013567,13567,NULL,8,23463,23463,1,11528,131046Vi59524,864,3578.27,286.2616,89.4568,3953.9884,NULL,9/12/2005
44159,3,9/5/2005,9/17/2005,9/12/2005,5,1,SO44159,NULL,10-4030-028182,28182,NULL,4,12930,12930,1,8177,731810Vi42380,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/12/2005
44160,3,9/5/2005,9/17/2005,9/12/2005,5,1,SO44160,NULL,10-4030-028186,28186,NULL,1,20498,20498,1,9144,431815Vi47219,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/12/2005
44161,3,9/6/2005,9/18/2005,9/13/2005,5,1,SO44161,NULL,10-4030-013772,13772,NULL,10,18045,18045,1,4362,331035Vi22883,880,3578.27,286.2616,89.4568,3953.9884,NULL,9/13/2005
44162,3,9/6/2005,9/18/2005,9/13/2005,5,1,SO44162,NULL,10-4030-028185,28185,NULL,4,14339,14339,1,4050,1031814Vi21313,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/13/2005
44163,3,9/6/2005,9/18/2005,9/13/2005,5,1,SO44163,NULL,10-4030-028193,28193,NULL,4,21205,21205,1,1278,631818Vi6479,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/13/2005
44164,3,9/6/2005,9/18/2005,9/13/2005,5,1,SO44164,NULL,10-4030-028088,28088,NULL,4,20517,20517,1,2503,831897Vi13066,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/13/2005
44165,3,9/6/2005,9/18/2005,9/13/2005,5,1,SO44165,NULL,10-4030-017065,17065,NULL,9,12203,12203,1,4741,1233643Vi24857,873,3578.27,286.2616,89.4568,3953.9884,NULL,9/13/2005
44166,3,9/6/2005,9/18/2005,9/13/2005,5,1,SO44166,NULL,10-4030-014581,14581,NULL,1,25932,25932,1,13692,333803Vi70955,NULL,699.0982,55.9279,17.4775,772.5036,NULL,9/13/2005
44167,3,9/6/2005,9/18/2005,9/13/2005,5,1,SO44167,NULL,10-4030-017308,17308,NULL,9,17898,17898,1,6672,935385Vi34739,873,3578.27,286.2616,89.4568,3953.9884,NULL,9/13/2005
44168,3,9/7/2005,9/19/2005,9/14/2005,5,1,SO44168,NULL,10-4030-012211,12211,NULL,7,28328,28328,1,7236,231034Vi37533,892,3578.27,286.2616,89.4568,3953.9884,NULL,9/14/2005
44169,3,9/7/2005,9/19/2005,9/14/2005,5,1,SO44169,NULL,10-4030-028179,28179,NULL,1,24810,24810,1,11655,1031808Vi60230,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/14/2005
44170,3,9/7/2005,9/19/2005,9/14/2005,5,1,SO44170,NULL,10-4030-028183,28183,NULL,4,29015,29015,1,9705,531811Vi50032,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/14/2005
44171,3,9/7/2005,9/19/2005,9/14/2005,5,1,SO44171,NULL,10-4030-028112,28112,NULL,4,18368,18368,1,12230,1031902Vi63240,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/14/2005
44172,3,9/7/2005,9/19/2005,9/14/2005,5,1,SO44172,NULL,10-4030-014584,14584,NULL,4,19055,19055,1,8098,533804Vi41986,NULL,699.0982,55.9279,17.4775,772.5036,NULL,9/14/2005
44173,3,9/8/2005,9/20/2005,9/15/2005,5,1,SO44173,NULL,10-4030-013784,13784,NULL,10,22246,22246,1,11838,1131039Vi61172,906,3578.27,286.2616,89.4568,3953.9884,NULL,9/15/2005
44174,3,9/8/2005,9/20/2005,9/15/2005,5,1,SO44174,NULL,10-4030-017229,17229,NULL,9,12275,12275,1,310,434455Vi1576,899,3578.27,286.2616,89.4568,3953.9884,NULL,9/15/2005
44175,3,9/8/2005,9/20/2005,9/15/2005,5,1,SO44175,NULL,10-4030-017246,17246,NULL,9,15598,15598,1,6910,435649Vi35987,899,3578.27,286.2616,89.4568,3953.9884,NULL,9/15/2005
44176,3,9/9/2005,9/21/2005,9/16/2005,5,1,SO44176,NULL,10-4030-012220,12220,NULL,7,16650,16650,1,11704,531047Vi60568,918,3578.27,286.2616,89.4568,3953.9884,NULL,9/16/2005
44177,3,9/9/2005,9/21/2005,9/16/2005,5,1,SO44177,NULL,10-4030-011337,11337,NULL,10,16744,16744,1,7938,831750Vi41055,919,3374.99,269.9992,84.3748,3729.364,NULL,9/16/2005
44178,3,9/9/2005,9/21/2005,9/16/2005,5,1,SO44178,NULL,10-4030-028097,28097,NULL,4,29607,29607,1,NULL,NULL,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/16/2005
44179,3,9/9/2005,9/21/2005,9/16/2005,5,1,SO44179,NULL,10-4030-025888,25888,NULL,1,18379,18379,1,3086,1133269Vi16254,NULL,3374.99,269.9992,84.3748,3729.364,NULL,9/16/2005
44180,3,9/9/2005,9/21/2005,9/16/2005,5,1,SO44180,NULL,10-4030-011058,11058,NULL,9,24756,24756,1,12527,1134130Vi64797,912,3399.99,271.9992,84.9998,3756.989,NULL,9/16/2005
44181,3,9/9/2005,9/21/2005,9/16/2005,5,1,SO44181,NULL,10-4030-017294,17294,NULL,9,12293,12293,1,14800,335382Vi76671,912,3578.27,286.2616,89.4568,3953.9884,NULL,9/16/2005
44182,3,9/9/2005,9/21/2005,9/16/2005,5,1,SO44182,NULL,10-4030-017299,17299,NULL,9,22072,22072,1,4582,835384Vi24049,912,3578.27,286.2616,89.4568,3953.9884,NULL,9/16/2005
44183,3,9/10/2005,9/22/2005,9/17/2005,5,1,SO44183,NULL,10-4030-028158,28158,NULL,4,16161,16161,1,15165,531796Vi78453,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/17/2005
44184,3,9/10/2005,9/22/2005,9/17/2005,5,1,SO44184,NULL,10-4030-017247,17247,NULL,9,27816,27816,1,8099,834461Vi41988,925,3578.27,286.2616,89.4568,3953.9884,NULL,9/17/2005
44185,3,9/10/2005,9/22/2005,9/17/2005,5,1,SO44185,NULL,10-4030-017280,17280,NULL,9,18809,18809,1,4990,1234472Vi26134,925,3578.27,286.2616,89.4568,3953.9884,NULL,9/17/2005
44186,3,9/12/2005,9/24/2005,9/19/2005,5,1,SO44186,NULL,10-4030-025889,25889,NULL,4,16797,16797,1,8499,233270Vi43938,NULL,3399.99,271.9992,84.9998,3756.989,NULL,9/19/2005
44187,3,9/12/2005,9/24/2005,9/19/2005,5,1,SO44187,NULL,10-4030-017069,17069,NULL,9,20439,20439,1,246,933644Vi1258,951,3578.27,286.2616,89.4568,3953.9884,NULL,9/19/2005
44188,3,9/13/2005,9/25/2005,9/20/2005,5,1,SO44188,NULL,10-4030-020052,20052,NULL,10,15754,15754,1,1976,1230408Vi10291,971,699.0982,55.9279,17.4775,772.5036,NULL,9/20/2005
44189,3,9/13/2005,9/25/2005,9/20/2005,5,1,SO44189,NULL,10-4030-020054,20054,NULL,10,16407,16407,1,3755,930409Vi19793,971,699.0982,55.9279,17.4775,772.5036,NULL,9/20/2005
44190,3,9/13/2005,9/25/2005,9/20/2005,5,1,SO44190,NULL,10-4030-011061,11061,NULL,9,27307,27307,1,8926,634132Vi46013,964,3374.99,269.9992,84.3748,3729.364,NULL,9/20/2005
44191,3,9/13/2005,9/25/2005,9/20/2005,5,1,SO44191,NULL,10-4030-017248,17248,NULL,9,28908,28908,1,4370,1034462Vi22918,964,3578.27,286.2616,89.4568,3953.9884,NULL,9/20/2005
44192,3,9/14/2005,9/26/2005,9/21/2005,5,1,SO44192,NULL,10-4030-013570,13570,NULL,8,27248,27248,1,2181,1031048Vi11383,981,3578.27,286.2616,89.4568,3953.9884,NULL,9/21/2005
44193,3,9/14/2005,9/26/2005,9/21/2005,5,1,SO44193,NULL,10-4030-028164,28164,NULL,4,12364,12364,1,8000,1231800Vi41436,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/21/2005
44194,3,9/14/2005,9/26/2005,9/21/2005,5,1,SO44194,NULL,10-4030-017064,17064,NULL,9,12113,12113,1,16064,433642Vi83041,977,3578.27,286.2616,89.4568,3953.9884,NULL,9/21/2005
44195,3,9/14/2005,9/26/2005,9/21/2005,5,1,SO44195,NULL,10-4030-017249,17249,NULL,9,26062,26062,1,9579,1034463Vi49391,977,3578.27,286.2616,89.4568,3953.9884,NULL,9/21/2005
44196,3,9/14/2005,9/26/2005,9/21/2005,5,1,SO44196,NULL,10-4030-017295,17295,NULL,9,28349,28349,1,1268,635383Vi6447,977,3578.27,286.2616,89.4568,3953.9884,NULL,9/21/2005
44197,3,9/15/2005,9/27/2005,9/22/2005,5,1,SO44197,NULL,10-4030-028096,28096,NULL,4,11779,11779,1,10570,231898Vi54491,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/22/2005
44198,3,9/15/2005,9/27/2005,9/22/2005,5,1,SO44198,NULL,10-4030-028150,28150,NULL,4,14655,14655,1,4004,1131909Vi21099,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/22/2005
44199,3,9/15/2005,9/27/2005,9/22/2005,5,1,SO44199,NULL,10-4030-017259,17259,NULL,9,14990,14990,1,11892,434468Vi61462,990,3578.27,286.2616,89.4568,3953.9884,NULL,9/22/2005
44200,3,9/15/2005,9/27/2005,9/22/2005,5,1,SO44200,NULL,10-4030-017312,17312,NULL,9,12408,12408,1,16165,235388Vi83610,990,3578.27,286.2616,89.4568,3953.9884,NULL,9/22/2005
44201,3,9/16/2005,9/28/2005,9/23/2005,5,1,SO44201,NULL,10-4030-012254,12254,NULL,7,18205,18205,1,13927,1031055Vi72230,1009,3578.27,286.2616,89.4568,3953.9884,NULL,9/23/2005
44202,3,9/16/2005,9/28/2005,9/23/2005,5,1,SO44202,NULL,10-4030-028159,28159,NULL,4,22092,22092,1,5744,1131797Vi30030,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/23/2005
44203,3,9/16/2005,9/28/2005,9/23/2005,5,1,SO44203,NULL,10-4030-028149,28149,NULL,4,27487,27487,1,13503,1031908Vi69928,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/23/2005
44204,3,9/16/2005,9/28/2005,9/23/2005,5,1,SO44204,NULL,10-4030-014580,14580,NULL,4,14800,14800,1,18544,233802Vi96371,NULL,699.0982,55.9279,17.4775,772.5036,NULL,9/23/2005
44205,3,9/16/2005,9/28/2005,9/23/2005,5,1,SO44205,NULL,10-4030-017285,17285,NULL,9,21696,21696,1,17795,1234473Vi92355,1003,3578.27,286.2616,89.4568,3953.9884,NULL,9/23/2005
44206,3,9/17/2005,9/29/2005,9/24/2005,5,1,SO44206,NULL,10-4030-011250,11250,NULL,10,11546,11546,1,15638,331747Vi80825,1023,3399.99,271.9992,84.9998,3756.989,NULL,9/24/2005
44207,3,9/17/2005,9/29/2005,9/24/2005,5,1,SO44207,NULL,10-4030-028162,28162,NULL,4,23977,23977,1,16696,831798Vi86470,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/24/2005
44208,3,9/17/2005,9/29/2005,9/24/2005,5,1,SO44208,NULL,10-4030-025879,25879,NULL,4,29280,29280,1,NULL,NULL,NULL,3399.99,271.9992,84.9998,3756.989,NULL,9/24/2005
44209,3,9/17/2005,9/29/2005,9/24/2005,5,1,SO44209,NULL,10-4030-017257,17257,NULL,9,19241,19241,1,14651,234466Vi76006,1016,3578.27,286.2616,89.4568,3953.9884,NULL,9/24/2005
44210,3,9/18/2005,9/30/2005,9/25/2005,5,1,SO44210,NULL,10-4030-013783,13783,NULL,10,26209,26209,1,5785,231038Vi30221,1036,3578.27,286.2616,89.4568,3953.9884,NULL,9/25/2005
44211,3,9/18/2005,9/30/2005,9/25/2005,5,1,SO44211,NULL,10-4030-028154,28154,NULL,4,11992,11992,1,14419,931793Vi74729,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/25/2005
44212,3,9/18/2005,9/30/2005,9/25/2005,5,1,SO44212,NULL,10-4030-028170,28170,NULL,4,20275,20275,1,12278,831804Vi63487,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/25/2005
44213,3,9/18/2005,9/30/2005,9/25/2005,5,1,SO44213,NULL,10-4030-017351,17351,NULL,9,13292,13292,1,14883,533968Vi77089,1029,3578.27,286.2616,89.4568,3953.9884,NULL,9/25/2005
44214,3,9/18/2005,9/30/2005,9/25/2005,5,1,SO44214,NULL,10-4030-017332,17332,NULL,9,25659,25659,1,7544,1235394Vi39063,1029,3578.27,286.2616,89.4568,3953.9884,NULL,9/25/2005
44215,3,9/19/2005,10/1/2005,9/26/2005,5,1,SO44215,NULL,10-4030-028180,28180,NULL,1,25997,25997,1,1493,830325Vi7700,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/26/2005
44216,3,9/19/2005,10/1/2005,9/26/2005,5,1,SO44216,NULL,10-4030-013560,13560,NULL,8,14109,14109,1,1704,331040Vi8758,1046,3578.27,286.2616,89.4568,3953.9884,NULL,9/26/2005
44217,3,9/19/2005,10/1/2005,9/26/2005,5,1,SO44217,NULL,10-4030-028148,28148,NULL,1,22617,22617,1,4891,431907Vi25672,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/26/2005
44218,3,9/19/2005,10/1/2005,9/26/2005,5,1,SO44218,NULL,10-4030-022109,22109,NULL,6,25548,25548,1,14810,131910Vi76715,1044,3578.27,286.2616,89.4568,3953.9884,NULL,9/26/2005
44219,3,9/19/2005,10/1/2005,9/26/2005,5,1,SO44219,NULL,10-4030-014590,14590,NULL,4,16112,16112,1,2703,233807Vi14021,NULL,699.0982,55.9279,17.4775,772.5036,NULL,9/26/2005
44220,3,9/19/2005,10/1/2005,9/26/2005,5,1,SO44220,NULL,10-4030-011060,11060,NULL,9,22612,22612,1,14054,634131Vi72903,1042,3399.99,271.9992,84.9998,3756.989,NULL,9/26/2005
44221,3,9/19/2005,10/1/2005,9/26/2005,5,1,SO44221,NULL,10-4030-017255,17255,NULL,9,13551,13551,1,18241,534464Vi94606,1042,3578.27,286.2616,89.4568,3953.9884,NULL,9/26/2005
44222,3,9/19/2005,10/1/2005,9/26/2005,5,1,SO44222,NULL,10-4030-017258,17258,NULL,9,12919,12919,1,14111,534467Vi73185,1042,3578.27,286.2616,89.4568,3953.9884,NULL,9/26/2005
44223,3,9/20/2005,10/2/2005,9/27/2005,5,1,SO44223,NULL,10-4030-013847,13847,NULL,10,13169,13169,1,15215,731059Vi78706,1062,3578.27,286.2616,89.4568,3953.9884,NULL,9/27/2005
44224,3,9/20/2005,10/2/2005,9/27/2005,5,1,SO44224,NULL,10-4030-028166,28166,NULL,4,15852,15852,1,6247,431801Vi32459,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/27/2005
44225,3,9/21/2005,10/3/2005,9/28/2005,5,1,SO44225,NULL,10-4030-020060,20060,NULL,10,21035,21035,1,8865,130411Vi45741,1075,699.0982,55.9279,17.4775,772.5036,NULL,9/28/2005
44226,3,9/21/2005,10/3/2005,9/28/2005,5,1,SO44226,NULL,10-4030-012255,12255,NULL,7,22001,22001,1,12060,931057Vi62326,1074,3578.27,286.2616,89.4568,3953.9884,NULL,9/28/2005
44227,3,9/21/2005,10/3/2005,9/28/2005,5,1,SO44227,NULL,10-4030-028401,28401,NULL,7,12314,12314,1,4128,131746Vi21667,1074,3374.99,269.9992,84.3748,3729.364,NULL,9/28/2005
44228,3,9/21/2005,10/3/2005,9/28/2005,5,1,SO44228,NULL,10-4030-011333,11333,NULL,10,21300,21300,1,9366,1031748Vi48295,1075,3399.99,271.9992,84.9998,3756.989,NULL,9/28/2005
44229,3,9/21/2005,10/3/2005,9/28/2005,5,1,SO44229,NULL,10-4030-025886,25886,NULL,1,28792,28792,1,14096,933267Vi73110,NULL,3399.99,271.9992,84.9998,3756.989,NULL,9/28/2005
44230,3,9/21/2005,10/3/2005,9/28/2005,5,1,SO44230,NULL,10-4030-017241,17241,NULL,9,21831,21831,1,3957,734459Vi20823,1068,3578.27,286.2616,89.4568,3953.9884,NULL,9/28/2005
44231,3,9/21/2005,10/3/2005,9/28/2005,5,1,SO44231,NULL,10-4030-017973,17973,NULL,7,24984,24984,1,7999,1135198Vi41435,1074,699.0982,55.9279,17.4775,772.5036,NULL,9/28/2005
44232,3,9/21/2005,10/3/2005,9/28/2005,5,1,SO44232,NULL,10-4030-017334,17334,NULL,9,26343,26343,1,9745,335395Vi50216,1068,3578.27,286.2616,89.4568,3953.9884,NULL,9/28/2005
44233,3,9/22/2005,10/4/2005,9/29/2005,5,1,SO44233,NULL,10-4030-013841,13841,NULL,10,21709,21709,1,7295,731051Vi37852,1088,3578.27,286.2616,89.4568,3953.9884,NULL,9/29/2005
44234,3,9/22/2005,10/4/2005,9/29/2005,5,1,SO44234,NULL,10-4030-028184,28184,NULL,4,21579,21579,1,529,431812Vi2738,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/29/2005
44235,3,9/22/2005,10/4/2005,9/29/2005,5,1,SO44235,NULL,10-4030-022117,22117,NULL,6,19103,19103,1,6671,431813Vi34736,1083,3578.27,286.2616,89.4568,3953.9884,NULL,9/29/2005
44236,3,9/22/2005,10/4/2005,9/29/2005,5,1,SO44236,NULL,10-4030-028191,28191,NULL,1,16349,16349,1,17403,131817Vi90435,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/29/2005
44237,3,9/22/2005,10/4/2005,9/29/2005,5,1,SO44237,NULL,10-4030-017056,17056,NULL,9,26177,26177,1,8232,133641Vi42664,1081,3578.27,286.2616,89.4568,3953.9884,NULL,9/29/2005
44238,3,9/22/2005,10/4/2005,9/29/2005,5,1,SO44238,NULL,10-4030-017079,17079,NULL,9,25519,25519,1,5401,734454Vi28288,1081,3578.27,286.2616,89.4568,3953.9884,NULL,9/29/2005
44239,3,9/23/2005,10/5/2005,9/30/2005,5,1,SO44239,NULL,10-4030-012217,12217,NULL,7,25028,25028,1,8321,431041Vi43095,1100,3578.27,286.2616,89.4568,3953.9884,NULL,9/30/2005
44240,3,9/23/2005,10/5/2005,9/30/2005,5,1,SO44240,NULL,10-4030-013580,13580,NULL,8,28968,28968,1,7098,131060Vi36826,1098,3578.27,286.2616,89.4568,3953.9884,NULL,9/30/2005
44241,3,9/23/2005,10/5/2005,9/30/2005,5,1,SO44241,NULL,10-4030-028155,28155,NULL,4,12601,12601,1,2875,231794Vi14975,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/30/2005
44242,3,9/23/2005,10/5/2005,9/30/2005,5,1,SO44242,NULL,10-4030-028163,28163,NULL,1,28872,28872,1,12583,1231799Vi65106,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,9/30/2005
44243,3,9/23/2005,10/5/2005,9/30/2005,5,1,SO44243,NULL,10-4030-017278,17278,NULL,9,11492,11492,1,13200,134470Vi68445,1094,3578.27,286.2616,89.4568,3953.9884,NULL,9/30/2005
44244,3,9/23/2005,10/5/2005,9/30/2005,5,1,SO44244,NULL,10-4030-017329,17329,NULL,9,20460,20460,1,2694,1135393Vi13981,1094,3578.27,286.2616,89.4568,3953.9884,NULL,9/30/2005
44245,3,9/23/2005,10/5/2005,9/30/2005,5,1,SO44245,NULL,10-4030-025556,25556,NULL,9,27774,27774,1,9841,135434Vi50717,1094,699.0982,55.9279,17.4775,772.5036,NULL,9/30/2005
44246,3,9/24/2005,10/6/2005,10/1/2005,5,1,SO44246,NULL,10-4030-012219,12219,NULL,7,13202,13202,1,11607,831045Vi59969,1113,3578.27,286.2616,89.4568,3953.9884,NULL,10/1/2005
44247,3,9/24/2005,10/6/2005,10/1/2005,5,1,SO44247,NULL,10-4030-017233,17233,NULL,9,18024,18024,1,10639,134457Vi54836,1107,3578.27,286.2616,89.4568,3953.9884,NULL,10/1/2005
44248,3,9/24/2005,10/6/2005,10/1/2005,5,1,SO44248,NULL,10-4030-017240,17240,NULL,9,11576,11576,1,14291,1034458Vi74077,1107,3578.27,286.2616,89.4568,3953.9884,NULL,10/1/2005
44249,3,9/25/2005,10/7/2005,10/2/2005,5,1,SO44249,NULL,10-4030-013845,13845,NULL,10,29500,29500,1,NULL,NULL,1127,3578.27,286.2616,89.4568,3953.9884,NULL,10/2/2005
44250,3,9/25/2005,10/7/2005,10/2/2005,5,1,SO44250,NULL,10-4030-028167,28167,NULL,4,15037,15037,1,9038,831802Vi46670,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,10/2/2005
